,NEO_REFERENCE_ID,EST_DIA_IN_M(MIN),EST_DIA_IN_M(MAX),RELATIVE_VELOCITY_KM_PER_SEC,MISS_DIST.(KILOMETERS),PERIHELION_DISTANCE,APHELION_DIST,PERIHELION_TIME,MEAN_ANOMALY,MEAN_MOTION,RISK_CATEGORY
225,3678322,14.55424948966562,32.54429121071432,12.134903987911386,2588186.0046347883,0.6957364828621715,1.535558514336492,2457800.6858540126,168.26782222156598,0.8375029406950714,0
226,3670457,21.399079421066553,47.84979623032405,8.9033708709398,37939247.61474752,0.7200009143102386,1.641948837902376,2458077.2618451323,269.29372071791516,0.768608309424693,0
227,3190535,18.97377827830707,42.42665801786744,8.26756169339975,42702120.285260394,0.9717123941840262,1.4952754593665216,2457992.4045254323,151.78431030907325,0.7200868476258035,0
228,3657586,25.906129347678252,57.927866270654235,12.138637793776782,43437313.55469802,0.845758126914438,1.226988602741634,2457952.922608705,179.63902696526046,0.94000412422122,0
229,3613678,23.110626653832817,51.676932197387764,5.639823429733002,6005819.646030825,1.0074600233364142,2.25050512684671,2457939.712212185,155.79370069253244,0.4757161870112281,0
230,3745465,4.399094190522647,9.836673648050045,3.401658564605068,536304.8925543586,0.8151279272617658,1.0385522659038844,2457984.7147912467,46.652261188120434,1.1056318531579292,0
231,3772926,11.93458580344931,26.686545134630116,9.415526531044549,47035790.04039419,0.647210682139512,1.2520898408038035,2457982.881363718,175.83611599256525,1.068714974643705,0
232,3572099,16.555591239621272,37.01942741670558,2.963533100691518,12967643.39661712,0.9711987450875879,1.5249498537026263,2457957.5126663833,28.93433448434819,0.8119484750057145,0
233,3702357,15.942175599491243,35.64778835108427,11.949045731748837,70599833.03865291,1.0035773251801756,1.4089249866645495,2458075.349218716,157.50260694611183,0.7883038659243378,0
234,3739986,5.532702651313406,12.371499230566789,23.100004520394535,187820.63324268785,0.5301810293582917,3.331202729602876,2458416.684614161,208.29749263353332,0.3675634618775864,0
235,3546358,8.299606682064368,18.558484724900588,12.789196934422293,320025.7230461617,0.8179318196056182,2.453158627011967,2458189.63546033,132.647836661686,0.4751314361627608,0
236,3748599,25.24019555219999,56.438793011548036,6.58653337681284,51738954.77295541,0.8727117286325332,1.3613197339804846,2457834.6632422097,137.7140720395083,0.8367911248553884,0
237,3620390,13.094988782138008,29.281285072327105,8.8078894041597,2760223.9098547054,0.7666060048496877,1.2486039984918962,2458032.5581805916,329.0565218255744,0.9992504949798274,0
238,3633392,31.594222000773645,70.64682809048922,7.791182267475014,29190050.997067813,0.7813558886936679,1.4282199222553202,2457964.906959794,189.08802666862698,0.8497200828090777,0
239,3643628,19.23349801808569,43.007409014722995,5.208365999065613,38795672.42727584,0.9948989625183982,1.8234778493453332,2458046.3701312602,191.15612475079703,0.663768789007729,0
240,3779015,17.91488953138669,40.05891080001714,7.130455839113226,24112318.88540511,0.8714419577232869,1.784923305841039,2457911.4197119167,62.107620450796134,0.7792626760853405,0
241,3679027,10.589010210779247,23.67774665171217,5.609763216657109,38740628.44560469,0.9364229287945202,1.382413720337929,2458163.865986028,229.4091223469499,0.7894872318218195,0
242,3746280,11.167380626354666,24.971022216475678,9.961290334084477,27841656.111242905,0.8356441530514428,1.1688831226700687,2458096.634299782,262.95855930059747,0.9822719045179676,0
243,3483999,30.625611407373036,68.48094895756883,7.8337621244885,73246286.34948912,1.039431251051601,2.0540711119971684,2458244.795832651,234.95044976984042,0.5124685125917956,0
